2,114,0.05263158,0.03508772,0.04385965,0.03508772,0.07017544,0.07894737,0.01754386,0.00877193,0.07894737,0.04385965,0.03508772,0.06140351,0.09649123,0.02631579,0.03508772,0.05263158,0.05263158,0.09649123,0.03508772,0.04385965
2,120,0.08333333,0.03333333,0.08333333,0.05,0.06666667,0.05,0.025,0.008333333,0.075,0.04166667,0.01666667,0.04166667,0.1083333,0.008333333,0.025,0.05833333,0.08333333,0.08333333,0.04166667,0.01666667
2,113,0.1061947,0.02654867,0.1415929,0.04424779,0.07079646,0.03539823,0.008849558,0.01769912,0.07964602,0.05309735,0.01769912,0.04424779,0.09734513,0,0.05309735,0.02654867,0.03539823,0.07964602,0.01769912,0.04424779
2,113,0.05309735,0.02654867,0.0619469,0.02654867,0.08849558,0.07079646,0.008849558,0.01769912,0.0619469,0.05309735,0.02654867,0.0619469,0.07964602,0.03539823,0.04424779,0.05309735,0.03539823,0.1061947,0.02654867,0.0619469
2,117,0.05982906,0.03418803,0.05982906,0.05128205,0.07692308,0.03418803,0.03418803,0.008547009,0.09401709,0.02564103,0.02564103,0.05982906,0.09401709,0.03418803,0.03418803,0.05128205,0.1196581,0.04273504,0.02564103,0.03418803
2,117,0.05982906,0.03418803,0.07692308,0.05128205,0.07692308,0.03418803,0.03418803,0.008547009,0.1025641,0.02564103,0.02564103,0.05982906,0.09401709,0.03418803,0.03418803,0.04273504,0.1111111,0.05128205,0.01709402,0.02564103
2,117,0.05128205,0.05128205,0.05128205,0.03418803,0.06837607,0.05128205,0.04273504,0,0.06837607,0.03418803,0.02564103,0.05982906,0.06837607,0.02564103,0.05128205,0.06837607,0.06837607,0.05982906,0.03418803,0.08547009
2,117,0.05128205,0.04273504,0.08547009,0.04273504,0.08547009,0.04273504,0.04273504,0,0.06837607,0.03418803,0.02564103,0.05128205,0.04273504,0.03418803,0.04273504,0.07692308,0.05982906,0.05982906,0.03418803,0.07692308
2,113,0.0619469,0.03539823,0.05309735,0.02654867,0.07079646,0.07964602,0.008849558,0.008849558,0.07964602,0.04424779,0.03539823,0.05309735,0.09734513,0.03539823,0.03539823,0.05309735,0.05309735,0.09734513,0.03539823,0.03539823
2,136,0.03676471,0.02205882,0.09558824,0.08823529,0.09558824,0.02941176,0.02205882,0,0.02941176,0.05882353,0.02205882,0.03676471,0.07352941,0.09558824,0.01470588,0.02941176,0.09558824,0.09558824,0.02205882,0.03676471
